instance,profile,policy,label,population,n_routes,A_l1,A_l2,A_l2_over_l1,A_l1_over_tr,Delta_A,E_spec_norm,eta,angle_vM_vA_deg,angle_uslope_vM_deg,angle_uslope_E1_deg,angle_uslope_vA_deg,M_l1,M_l2,M_ld,M_l2_over_l1,M_gap12,M_gap12_rel,M_leading_multiplicity,M_trace,M_residual_opt,M_residual_uslope,M_transfer_ratio,M_transfer_bound_ratio,M_transfer_excess,M_transfer_bound_excess,M_q_rayleigh,M_beta_q,M_transfer_identity_excess,M_bound_slack_over_actual_excess,M_bound_slack_fraction,M_gap12_degenerate,eigengap_degenerate,mu_n,mu_mean,mu_p50,mu_p90,mu_p95,mu_max,sqrt_mu_p50,sqrt_mu_p90,sqrt_mu_p95,sqrt_mu_max,theorem_factor_exact_observed,theorem_factor_spectral_bound,Ce_u,Ce_best_found_min,Ce_best_found_max,Ce_best_found_spread,Ce_rho_best_found,Ce_global_lower_bound,Ce_rho_certified_upper,Ce_random_p05,Ce_random_p50,Ce_random_p95,Ce_pca_top,Ce_pca_bottom,Ce_cov_l1,Ce_cov_l2,Ce_cov_ld,Ce_cov_l2_over_l1,Ce_search_seconds,certificate_factor_best_found,certificate_factor_spectral_best_found,certificate_factor_certified_upper
CON3-5,moderate,-,train_random_unique,train_random_unique,200,453102718503593.9,1488481309718.4575,0.0032850858071085515,0.9908895059146539,451614237193875.44,215911178829065.47,0.4780876266670398,21.568506541681575,8.537736462515939e-07,1.2074182697257333e-06,21.56850654168154,308709943059598.6,26145714395590.523,133345680929.58698,0.08469346382712042,282564228664008.1,0.9153065361728796,1,339199349320713.9,30489406261115.25,30489406261115.312,1.000000000000002,1.0000000000000044,0.0625,0.13703553730811405,nan,nan,0.0,nan,nan,0,0,200,2.304862900992482,2.3072216213805294,2.933168724827286,3.178720024200239,3.894149755267791,1.5189540523290765,1.712649612327197,1.7828964412465034,1.9733600166385734,1.9733600166385754,1.9733600166385779,4.01840204122199,4.007213076857858,4.046947264701445,1.009915666345036,1.0027922059919274,1.5715738347064603,2.556928572161263,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.9788700443012637,1.9788700443012661,5.045740609703799
CON3-5,moderate,SAA,search_call_weighted,search_call_weighted,3407,3534669913733522.0,122752941195769.31,0.034728261532661925,0.941886163532736,3411916972537752.5,1563906995601520.8,0.4583660763697603,18.478257141018073,5.758833911985197,5.7588339119846905,22.714101466711675,2434254449686076.5,185916680044500.94,1422279969533.5796,0.07637520394323483,2248337769641575.5,0.9236247960567652,1,2816592129653343.5,382337679967267.0,405468925967256.5,1.0604995196967504,1.0640657520886843,23131245999989.5,24494751018945.6,136846349849993.05,0.05566519202031028,23131245999986.305,0.05894645791915924,0.05566519202017979,0,0,3407,1.9459850746382596,1.9302085802161186,2.2702252802906595,2.3304358473091926,3.4222979655373247,1.389319466579274,1.506726672818554,1.526576512104517,1.8499453952853107,1.905084079171179,1.9082845853202943,4.01840204122199,4.007213076857858,4.046947264701445,1.009915666345036,1.0027922059919274,1.5715738347064603,2.556928572161263,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.9104034663521663,1.9136129089737284,4.871163914402317
CON3-5,moderate,SAA,search_unique_ordered_route,search_unique_ordered_route,2923,3127854495546479.0,108549290558317.89,0.034704072939733356,0.9419270466701692,3019305204988161.0,1382032841229173.5,0.45773207655388143,18.460465623679543,5.911971235431413,5.911971235431028,22.683164553056024,2156474554633517.2,164364467866278.25,1284314863236.9888,0.07621906203952925,1992110086767239.0,0.9237809379604708,1,2494040117137767.5,337565562504250.25,359194075885829.5,1.064072037506216,1.0677337321907001,21628513381579.25,22864575407465.96,117794189482526.38,0.05406013467827697,21628513381576.734,0.05714965259422085,0.054060134678166824,0,0,2923,1.934964945364817,1.9251581284245438,2.264734647622397,2.3347025311415477,3.4222979655373247,1.3875006769095803,1.5049035317108468,1.5279733394615251,1.8499453952853107,1.908290221413577,1.9115708146474217,4.01840204122199,4.007213076857858,4.046947264701445,1.009915666345036,1.0027922059919274,1.5715738347064603,2.556928572161263,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.9136185608041445,1.9169083141300738,4.879361791108318
CON3-5,moderate,SAA,search_unique_customer_set_A_only,search_unique_customer_set_A_only,568,530284423177636.7,19153777633154.22,0.03611981947042411,0.9436237265488739,511130645544482.5,nan,nan,0.0,22.139239662219264,nan,22.139239662219264,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.01840204122199,4.007213076857858,4.046947264701445,1.009915666345036,1.0027922059919274,1.5715738347064603,2.556928572161263,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,nan,nan,nan
CON3-6,moderate,-,train_random_unique,train_random_unique,200,383830105669632.56,957091380718.783,0.0024935286903799143,0.9903526860198159,382873014288913.75,169720748410586.8,0.44328208590464024,21.291901238920005,0.0,0.0,21.29190123892002,284207793339768.2,20750186370966.03,160411977560.8531,0.07301061708100082,263457606968802.16,0.9269893829189991,1,309293840923597.25,25086047583829.062,25086047583829.062,1.0,1.0,0.0,0.0,nan,nan,0.0,nan,nan,0,0,200,2.229726728328904,2.1824750028167292,2.979389072147207,3.116127880291065,3.5194430198154882,1.4773191650459987,1.7260878081634712,1.7652527554456163,1.8760178623391326,1.8760178623391326,1.8760178623391326,4.017424121446494,4.007213076857858,4.046947264701445,1.009915666345036,1.0025481661176456,1.5715738347064603,2.5563063170982807,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8807982674920432,1.8807982674920432,4.795676312486737
CON3-6,moderate,SAA,search_call_weighted,search_call_weighted,3069,2570417461468442.5,100123296435818.88,0.03895215385699251,0.9376865788780009,2470294165032623.5,1074501503274689.6,0.43496904882196463,19.997045272000708,3.353591865360926,3.3535918653608086,18.892366366046712,1949028367103203.2,143557669310391.1,1503197780585.1597,0.07365601842099281,1805470697792812.2,0.9263439815790072,1,2222102273852946.2,273073906749743.0,279597675200480.5,1.0238901201816992,1.0244051801992615,6523768450737.5,6664417901943.842,42604813902027.4,0.021104536551760242,6523768450736.063,0.021559540665555293,0.02110453655154457,0,0,3069,2.0304943760214145,2.0659748352087237,2.5441588215429656,2.622684842374228,3.2419141801813174,1.4373499348484085,1.5950419435783327,1.6194705350366585,1.8005316382061487,1.8219121547332089,1.8223703465374934,4.017424121446494,4.007213076857858,4.046947264701445,1.009915666345036,1.0025481661176456,1.5715738347064603,2.5563063170982807,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8265546895552267,1.8270140489083424,4.657365550342642
CON3-6,moderate,SAA,search_unique_ordered_route,search_unique_ordered_route,2800,2359577345261013.5,94740641438422.03,0.040151530369919676,0.9377246769154702,2264836703822591.5,986184671430956.1,0.43543301367664766,20.018259984243937,3.3672420358952584,3.367242035895237,18.797172590774267,1790624638961571.2,131618173055284.97,1308050057121.7195,0.07350405561916856,1659006465906286.2,0.9264959443808314,1,2041698815690531.0,251074176728959.75,257109104310370.0,1.0240364328185176,1.0245860347725049,6034927581410.25,6172918439536.229,41306850297392.98,0.022354233168296645,6034927581409.958,0.022865371003131844,0.022354233168249308,0,0,2800,2.0207073593788696,2.0610038477975356,2.5465547889478803,2.6240530746154773,3.2419141801813174,1.4356196729697164,1.5957928377515385,1.619892918807087,1.8005316382061487,1.8220423245843236,1.8225312054789986,4.017424121446494,4.007213076857858,4.046947264701445,1.009915666345036,1.0025481661176456,1.5715738347064603,2.5563063170982807,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8266851911007456,1.827175317745152,4.657698304355343
CON3-6,moderate,SAA,search_unique_customer_set_A_only,search_unique_customer_set_A_only,530,406265086694237.6,14668057245268.82,0.03610464626587089,0.9432824679886912,391597029448968.8,nan,nan,0.0,18.565357576501132,nan,18.565357576501132,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.017424121446494,4.007213076857858,4.046947264701445,1.009915666345036,1.0025481661176456,1.5715738347064603,2.5563063170982807,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,nan,nan,nan
CON3-7,moderate,-,train_random_unique,train_random_unique,200,507218633099048.75,1473504045654.1694,0.002905066867617275,0.9917771290446485,505745129053394.56,239606152948482.03,0.4737685826000024,20.64831121577127,0.0,2.2588727439225514e-06,20.64831121577127,341751243109738.44,27667421041412.957,170655776606.59323,0.0809577773284903,314083822068325.5,0.9190422226715098,1,374179856972993.0,32428613863254.562,32428613863254.625,1.000000000000002,1.0000000000000164,0.0625,0.5309228859511179,nan,nan,0.0,nan,nan,0,0,200,2.265495876844286,2.267650951782162,2.9101914538632534,3.0766295579151968,3.601343502626571,1.5058700021327778,1.7059278154071726,1.754032312602381,1.897720607103841,1.8977206071038428,1.8977206071038566,4.018053575974598,4.007213076857858,4.046947264701445,1.009915666345036,1.0027052464914694,1.5715738347064603,2.5567068420460775,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.9028544091179997,1.9028544091180135,4.851915260474231
CON3-7,moderate,SAA,search_call_weighted,search_call_weighted,2979,3490320537373058.0,194994999094989.1,0.05586736146639111,0.9296036627191815,3295325538278069.0,1590505855558293.5,0.48265515412155374,19.924472428377836,5.537332946167068,5.537332946167009,21.350031630072866,2404439321738161.5,201007122550422.7,1601231839533.5647,0.08359833443628566,2203432199187738.8,0.9164016655637143,1,2833233098308837.5,428793776570676.0,450574416395850.0,1.0507951397974267,1.0521770463790454,21780639825174.0,22373192767174.156,65240283902297.055,0.02648495224472171,21780639825173.594,0.027205488303207938,0.02648495224470363,0,0,2979,1.7809033402111474,1.700518495252178,2.162963910212231,2.3050599052430703,2.850737342958454,1.304039299734551,1.4707018423971228,1.5182422990308764,1.6884126696274386,1.7307631105439512,1.7319008047565756,4.018053575974598,4.007213076857858,4.046947264701445,1.009915666345036,1.0027052464914694,1.5715738347064603,2.5567068420460775,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.7354452513763148,1.7365860233322163,4.425053886688671
CON3-7,moderate,SAA,search_unique_ordered_route,search_unique_ordered_route,2691,3131881038534221.5,176838426787101.03,0.05646396673797824,0.9296871422274833,2955042611747120.5,1426685939815277.0,0.4827970785070244,20.001722093943542,5.538532231814188,5.53853223181382,21.438688478234578,2162039087034505.8,181118937988224.6,1457519700688.2761,0.08377227732577712,1980920149046281.2,0.9162277226742229,1,2546763410690498.0,384724323655992.25,404331224675400.5,1.0509635076698194,1.0523132850419201,19606901019408.25,20126193205975.84,57204431939970.45,0.025801808680648197,19606901019405.49,0.026485174074860632,0.025801808680511046,0,0,2691,1.7904516801643722,1.7167954267020125,2.177634930657159,2.3498101537677014,2.850737342958454,1.310265403153885,1.4756811751381662,1.5329089076824636,1.6884126696274386,1.7309017642260804,1.732012926672398,4.018053575974598,4.007213076857858,4.046947264701445,1.009915666345036,1.0027052464914694,1.5715738347064603,2.5567068420460775,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.7355842801508312,1.7366984485654582,4.425408383506446
CON3-7,moderate,SAA,search_unique_customer_set_A_only,search_unique_customer_set_A_only,417,404728197577577.1,16695033569078.512,0.041249988681301246,0.9406057991374686,388033164008498.6,nan,nan,0.0,20.733475834308134,nan,20.733475834308134,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.018053575974598,4.007213076857858,4.046947264701445,1.009915666345036,1.0027052464914694,1.5715738347064603,2.5567068420460775,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,nan,nan,nan
CON3-8,moderate,-,train_random_unique,train_random_unique,200,516105524490046.4,2112610175048.4487,0.004093368651955192,0.9903727582727254,513992914314997.94,222817348288388.44,0.4335027625533296,20.84656668833424,0.0,0.0,20.84656668833424,387385706630882.9,27509482577526.777,174274985399.0724,0.07101315847912518,359876224053356.1,0.9289868415208749,1,420600629675943.6,33214923045060.75,33214923045060.75,1.0,1.0,0.0,0.0,nan,nan,0.0,nan,nan,0,0,200,2.2161712749979943,2.2252391112941217,2.8104308294027947,3.0409942930894003,3.6443361754240695,1.4917235062389675,1.6764337109651204,1.7438423846144093,1.9090144513397664,1.9090144513397664,1.9090144513397664,4.018888682419316,4.007213076857858,4.046947264701445,1.009915666345036,1.0029136472998867,1.5715738347064603,2.5572382242988714,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.9145766461413574,1.9145766461413574,4.881804725704988
CON3-8,moderate,SAA,search_call_weighted,search_call_weighted,2808,2656070186331239.0,188353317736396.53,0.07091428483543355,0.9125421076128793,2467716868594842.5,1041067754605354.9,0.42187487870038975,19.13229662412744,4.100133484132238,4.100133484132157,18.19001512729521,2112799950355296.2,120530183445078.94,1264254700825.2866,0.05704760804486489,1992269766910217.2,0.942952391955135,1,2434072007922188.5,321272057566892.25,331903612204838.0,1.0330920613465806,1.0335996489150487,10631554637945.75,10794628340462.912,33163078173881.67,0.015106930722840249,10631554637944.73,0.015338650655580089,0.01510693072274584,0,0,2808,2.0275136781200604,2.0680223771860344,2.5631480542360947,2.7056717510702395,3.2474449697535914,1.438062016747583,1.600983460058896,1.6448925911079813,1.8020668605114494,1.8316412361355927,1.8320911496451953,4.018888682419316,4.007213076857858,4.046947264701445,1.009915666345036,1.0029136472998867,1.5715738347064603,2.5572382242988714,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8369779926776204,1.8374292170765054,4.683942982247973
CON3-8,moderate,SAA,search_unique_ordered_route,search_unique_ordered_route,2650,2516916573846951.0,177900781218773.9,0.07068203335276368,0.9130158194213638,2339015792628177.0,988166693201852.0,0.42247115060797563,19.134363520024923,4.093427456956331,4.0934274569563796,18.18828667803583,1999220326850876.0,113903529701028.55,1233707406550.3542,0.05697397538991946,1885316797149847.5,0.9430260246100806,1,2302115978149400.5,302895651298524.5,312922062474671.0,1.0331018657189792,1.0336116190388682,10026411176146.5,10180813239975.854,31535143085019.246,0.015165985289178882,10026411176146.502,0.015399534401370483,0.015165985289179092,0,0,2650,2.0268791660792527,2.068569468262502,2.571377430639825,2.709477552539339,3.2474449697535914,1.43825222494969,1.603551505124575,1.646049053124582,1.8020668605114494,1.831649927544057,1.832101758343853,4.018888682419316,4.007213076857858,4.046947264701445,1.009915666345036,1.0029136472998867,1.5715738347064603,2.5572382242988714,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8369867094097834,1.8374398566851693,4.683965208249921
CON3-8,moderate,SAA,search_unique_customer_set_A_only,search_unique_customer_set_A_only,361,302670218812133.94,20114023547153.117,0.06645524500591121,0.9153929071099808,282556195264980.8,nan,nan,0.0,19.087533999365125,nan,19.087533999365125,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.018888682419316,4.007213076857858,4.046947264701445,1.009915666345036,1.0029136472998867,1.5715738347064603,2.5572382242988714,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,nan,nan,nan
CON3-9,moderate,-,train_random_unique,train_random_unique,200,365598868357977.8,993743973620.835,0.002718126503192034,0.9910044835952996,364605124384357.0,155573876772053.1,0.4266914159112346,20.510536347936416,0.0,0.0,20.51053634793645,276654848276656.06,18544913720192.25,110269934315.05467,0.06703267206670188,258109934556463.8,0.9329673279332982,1,299092815022085.06,22437966745429.0,22437966745429.062,1.0000000000000029,1.0,0.0625,0.0,nan,nan,0.0,nan,nan,0,0,200,2.224014466746621,2.2451945207342767,2.793835339464908,2.9676874540264992,3.596165020198444,1.4983970507158995,1.6714736958267542,1.722697595197678,1.8963557209021844,1.8963557209021873,1.8963557209021844,4.017661445045315,4.007213076857858,4.046947264701445,1.009915666345036,1.0026073902203498,1.5715738347064603,2.5564573272472026,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.9013002602631721,1.9013002602631692,4.847952477767548
CON3-9,moderate,SAA,search_call_weighted,search_call_weighted,2706,1750722227435325.8,73675278089730.66,0.04208279128189245,0.9217903635984653,1677046949345595.0,739770607985542.5,0.4411150255955627,20.040804249864,2.7348798569732704,2.734879856973403,19.068348677831523,1318686053201421.8,97323240225626.36,478539003110.5473,0.07380319219222135,1221362812975795.5,0.9261968078077787,1,1513977583394190.5,195291530192768.75,198248112051341.25,1.015139324555725,1.0153674481590984,2956581858572.5,3001132466148.3765,20046800761067.855,0.014844598856545023,2956581858573.0503,0.01506828145031859,0.014844598856728331,0,0,2706,1.9476160046501714,2.0653458309924106,2.4179889279773903,2.5097308311774773,3.5298681041301188,1.4371311088508087,1.5549884007925,1.584213000570781,1.8787943219336487,1.892962736822214,1.8931754195606898,4.017661445045315,4.007213076857858,4.046947264701445,1.009915666345036,1.0026073902203498,1.5715738347064603,2.5564573272472026,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8978984293496908,1.898111666635059,4.839278458755067
CON3-9,moderate,SAA,search_unique_ordered_route,search_unique_ordered_route,2561,1655727725580425.5,70098045253392.33,0.04233669834140093,0.9220996788424354,1585629680327033.2,696456810035487.5,0.439230432349024,19.85933959723996,2.785800998173989,2.785800998174465,18.931796510222195,1246915439968734.0,91169935191310.66,454401161009.9024,0.07311637362802782,1155745504777423.2,0.9268836263719721,1,1430219005410231.8,183303565441497.75,186205852680472.5,1.0158332285135012,1.016062770458514,2902287238974.75,2944363095913.978,18266713922593.7,0.014290308486995942,2902287238975.641,0.01449748197703945,0.014290308487298507,0,0,2561,1.9466380943324675,2.0661435904754466,2.420123453339542,2.513273802436189,3.5298681041301188,1.4374086372620163,1.5556745975105277,1.5853308179797014,1.8787943219336487,1.8936095987413377,1.893823530647877,4.017661445045315,4.007213076857858,4.046947264701445,1.009915666345036,1.0026073902203498,1.5715738347064603,2.5564573272472026,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8985469778902564,1.8987614676007567,4.840932133647928
CON3-9,moderate,SAA,search_unique_customer_set_A_only,search_unique_customer_set_A_only,333,207285404992373.12,7953386547956.8125,0.03836925493258655,0.9303991729611423,199332018444416.3,nan,nan,0.0,19.011557931932863,nan,19.011557931932863,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.017661445045315,4.007213076857858,4.046947264701445,1.009915666345036,1.0026073902203498,1.5715738347064603,2.5564573272472026,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,nan,nan,nan
CON8-0,moderate,-,train_random_unique,train_random_unique,200,39330021090494.87,340516237470.5281,0.00865792155786112,0.9688613821955819,38989504853024.336,15959242336979.52,0.4093214929797087,20.776135527693455,0.0,0.0,20.776135527693455,31003954021379.668,2539576348161.367,39747751418.675415,0.08191136996300953,28464377673218.3,0.9180886300369905,1,34965984170319.543,3962030148939.875,3962030148939.875,1.0,1.0,0.0,0.0,nan,nan,0.0,nan,nan,0,0,200,1.7904415404319511,1.7615184836838238,2.2764255492532235,2.438557927241984,3.3146822057100898,1.3272220832684647,1.5087826376249,1.5615882568277462,1.8206268716324303,1.8206268716324303,1.8206268716324303,4.01800623303799,4.007213076857858,4.046947264701445,1.009915666345036,1.0026934320619145,1.5715738347064603,2.556676717507502,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.8255306064212682,1.8255306064212682,4.6547543339711535
CON8-0,moderate,SAA,search_call_weighted,search_call_weighted,5812,474361700360404.75,18908885789860.36,0.03986174637516898,0.8857492590693643,455452814570544.4,202381246116824.06,0.44435173006374634,20.94561761833782,1.5768866509611459,1.5768866509629078,20.92639232149987,355236259808851.56,33325705426945.324,824771608782.3191,0.09381279221011249,321910554381906.25,0.9061872077898876,1,441755957236203.9,86519697427352.31,86782161911563.94,1.0030335806991466,1.0031019788496254,262464484211.625,268382271495.6305,8639489720770.168,0.02204984424087391,262464484212.1399,0.02254700212785355,0.02204984424279247,0,0,5812,1.6815849253337531,1.6311169379068866,2.1132467492695057,2.274460924894181,3.0470403371173496,1.2771518852144745,1.453701051282563,1.5081316006549896,1.7455773649762274,1.7482230349339154,1.748282640706886,4.01800623303799,4.007213076857858,4.046947264701445,1.009915666345036,1.0026934320619145,1.5715738347064603,2.556676717507502,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.752931754907584,1.7529915212246545,4.469641130425845
CON8-0,moderate,SAA,search_unique_ordered_route,search_unique_ordered_route,3393,319217916858550.75,12012853488010.654,0.037632140470779694,0.8892132481772184,307205063370540.1,136260991641807.5,0.4435506047550206,21.077970065854636,1.5753044205591846,1.5753044205593378,21.1494320650266,239782702481540.25,22533163125884.105,530340734493.3149,0.09397326367867936,217249539355656.16,0.9060267363213207,1,297423339697334.75,57640637215794.5,57818320008431.53,1.0030825959118361,1.003136907723381,177682792637.03125,180813360062.82843,4672709694180.219,0.017313805930436264,177682792637.07053,0.017618855373307162,0.01731380593065347,0,0,3393,1.6956996423585775,1.641033403805222,2.1533481153014273,2.3083523705265567,3.0470403371173496,1.2810282603460479,1.4674290812669462,1.5193262878592917,1.7455773649762274,1.748265749594079,1.7483130787946153,4.01800623303799,4.007213076857858,4.046947264701445,1.009915666345036,1.0026934320619145,1.5715738347064603,2.556676717507502,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.7529745846167828,1.7530220412953053,4.469750338002982
CON8-0,moderate,SAA,search_unique_customer_set_A_only,search_unique_customer_set_A_only,1011,90864587878144.3,3603804760947.0986,0.03966126788337004,0.8915776414496712,87260783117197.2,nan,nan,0.0,21.04531506743304,nan,21.04531506743304,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.01800623303799,4.007213076857858,4.046947264701445,1.009915666345036,1.0026934320619145,1.5715738347064603,2.556676717507502,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,nan,nan,nan
CON8-1,moderate,-,train_random_unique,train_random_unique,200,42130745096257.836,367030152178.4677,0.008711693831663763,0.968081063343676,41763714944079.37,18582962973125.29,0.4449547411672415,23.57626996424315,0.0,0.0,23.57626996424315,32772460759360.57,3164049406481.468,63790716435.41887,0.09654598199733117,29608411352879.1,0.9034540180026688,1,37417950368385.77,4645489609025.203,4645489609025.203,1.0,1.0,0.0,0.0,nan,nan,0.0,nan,nan,0,0,200,1.8221327055500796,1.7699421385993106,2.4103376406748773,2.552471985865111,2.9060912877922536,1.3303917097019862,1.5525257125467016,1.597645748002491,1.7047261621129224,1.7047261621129224,1.7047261621129224,4.017277155512292,4.007213076857858,4.046947264701445,1.009915666345036,1.0025114907696213,1.5715738347064603,2.5562128019665344,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.709007566133801,1.709007566133801,4.35764283944033
CON8-1,moderate,SAA,search_call_weighted,search_call_weighted,5228,588673729498087.5,29159551057769.45,0.04953431688319324,0.8729471358908677,559514178440318.06,243103860793027.12,0.4344909747786818,20.699015554728806,3.10194451829828,3.1019445182984438,21.087608260156347,455108540572635.2,41727744171857.11,1555062068701.1343,0.0916874557426535,413380796400778.06,0.9083125442573464,1,562745601916966.2,107637061344331.0,108944637130701.88,1.0121480071087035,1.0123385777578007,1307575786370.875,1328088251018.1875,8560243905347.999,0.015445106627235586,1307575786370.8328,0.015687400195933603,0.01544510662720379,0,0,5228,1.7463327799583976,1.7082803074436308,2.2201355461296064,2.3495800422103215,3.004465476873159,1.3070119758766041,1.4900119268051595,1.5328339849888426,1.73333940036946,1.7438359283040559,1.74400008823973,4.017277155512292,4.007213076857858,4.046947264701445,1.009915666345036,1.0025114907696213,1.5715738347064603,2.5562128019665344,4.0186049700238025,4.027576936538649,4.035275414903927,4.023028824181041,4.031124983590341,1.0025519891487702,0.9930267722101018,0.9216607572467161,0.990499029435116,1.004175199981546,1.7482155561417256,1.7483801283635627,4.457615724460023
