instance,profile,policy,stream,route_len,rho_cand,cand_count,N,candidate_cvar_matches_full,tier2_decision,tier2_incremental_certified,full_feasible,t_tier2_total,t_tier2_exact_partial,t_full,tier2_over_full,cvar_L,cvar_U,cvar_candidate,cvar_full
CON3-0,moderate,SAA,search,15,0.8635,8635,10000,1,certified_infeasible,1,0,0.005004800012102351,0.001886400015791878,0.0018687999981921166,2.6780822008476086,8214747.320247091,8878159.52794102,8573650.64129004,8573650.64129004
CON3-0,moderate,SAA,search,17,0.7887,7887,10000,1,certified_infeasible,1,0,0.005225799977779388,0.0021926999907009304,0.002232200000435114,2.341098457468302,8141890.126293936,8719065.369973816,8444730.938298203,8444730.938298203
CON3-0,moderate,SAA,search,17,0.7887,7887,10000,1,certified_infeasible,1,0,0.005546300002606586,0.002209800004493445,0.002154099987819791,2.5747644185357017,8141890.126293936,8719065.369973816,8444730.938298203,8444730.938298203
CON3-0,moderate,SAA,search,17,0.8161,8161,10000,1,certified_infeasible,1,0,0.005092500010505319,0.002122900012182072,0.0022277999960351735,2.285887431353113,8222969.450445912,8845960.213240726,8552257.558106631,8552257.558106631
CON3-0,moderate,SAA,search,17,0.8161,8161,10000,1,certified_infeasible,1,0,0.005438000021968037,0.0022686000156681985,0.002219899994088337,2.4496599110093253,8222969.450445912,8845960.213240726,8552257.558106631,8552257.558106631
CON3-0,moderate,SAA,search,15,0.905,9050,10000,1,certified_infeasible,1,0,0.004848499986110255,0.002207999990787357,0.001988900010474026,2.4377796573869412,8225561.74295353,8932704.953149056,8656039.577476898,8656039.577476896
CON3-0,moderate,SAA,search,10,0.8708,8708,10000,1,ambiguous,0,1,0.0030537999991793185,0.0012449999921955168,0.0011557000107131898,2.6423812156017883,7621141.169323619,8243954.240420824,7954433.788927505,7954433.788927505
CON3-0,moderate,SAA,search,10,0.7566,7566,10000,1,certified_infeasible,1,0,0.0028128999983891845,0.0008415000047534704,0.0010349999938625842,2.717777792337504,8087664.895270933,8628885.293207007,8367025.401675149,8367025.401675149
CON3-0,moderate,SAA,search,15,0.886,8860,10000,1,certified_infeasible,1,0,0.0048454999923706055,0.0020244999905116856,0.0020810000132769346,2.328447843083112,8172113.717578102,8863168.71582267,8557559.721739175,8557559.721739175
CON3-0,moderate,SAA,search,17,0.8606,8606,10000,1,ambiguous,0,0,0.005515699973329902,0.002608599985251203,0.0021558000007644296,2.5585397399453003,7952144.544565855,8641819.786938334,8337369.031614353,8337369.031614354
CON3-0,moderate,SAA,search,11,0.8106,8106,10000,1,certified_infeasible,1,0,0.003554899973096326,0.001068799989297986,0.0013605999993160367,2.6127443590205406,8203056.401536783,8806080.223950367,8525600.138699604,8525600.138699604
CON3-0,moderate,SAA,search,15,0.9468,9468,10000,1,ambiguous,0,0,0.005396199994720519,0.002402600017376244,0.0022247000015340745,2.42558546815278,7756179.2872987185,8518255.462503416,8217570.850360861,8217570.850360861
CON3-0,moderate,SAA,search,15,0.8725,8725,10000,1,certified_infeasible,1,0,0.004730000015115365,0.0020560000266414136,0.001839499978814274,2.5713509484051653,8130075.638823826,8805581.434063984,8522954.425271234,8522954.425271232
CON3-0,moderate,SAA,search,17,0.7994,7994,10000,1,ambiguous,0,0,0.005650400009471923,0.0023600000131409615,0.0023625999747309834,2.3916025014413638,8014561.520338694,8585660.373861313,8336195.79752757,8336195.79752757
CON3-0,moderate,SAA,search,17,0.8161,8161,10000,1,certified_infeasible,1,0,0.005233600008068606,0.0022624000266660005,0.002282499975990504,2.2929244526267545,8222969.450445912,8845960.213240726,8552257.558106631,8552257.558106631
CON3-0,moderate,SAA,search,17,0.7876,7876,10000,1,ambiguous,0,0,0.005085599987069145,0.0023779000039212406,0.0021148000087123364,2.4047663921496176,7944787.252103013,8525015.509843007,8250425.158013252,8250425.158013252
CON3-0,moderate,SAA,search,11,0.8608,8608,10000,1,ambiguous,0,0,0.0031076000013854355,0.0010794999834615737,0.000953600014327094,3.2588086773240117,7970611.259212038,8612013.327297825,8316311.709142201,8316311.709142202
CON8-0,moderate,SAA,search,6,0.9916,9916,10000,1,ambiguous,0,1,0.0024651999992784113,0.0008187999774236232,0.0005440000095404685,4.531617566258561,2785822.799667186,3154041.553529675,2988634.8234774247,2988634.8234774247
CON8-0,moderate,SAA,search,6,0.7789,7789,10000,1,ambiguous,0,0,0.0021878000115975738,0.0006852000078652054,0.0008604000031482428,2.5427708084522473,2989428.6388095967,3172673.8541108617,3086480.2507473086,3086480.2507473086
CON8-0,moderate,SAA,search,6,0.938,9380,10000,1,certified_infeasible,1,0,0.0026871000009123236,0.0009487000061199069,0.0006763999990653247,3.9726493267673875,3057047.9721648684,3412285.382851364,3250316.526508196,3250316.526508196
CON8-0,moderate,SAA,search,6,0.9916,9916,10000,1,ambiguous,0,1,0.0025963000080082566,0.0007982999959494919,0.0006348000024445355,4.0899495872876965,2759114.9745068396,3116536.081121916,2955226.59247634,2955226.59247634
CON8-0,moderate,SAA,search,5,0.7945,7945,10000,1,ambiguous,0,1,0.00229800000670366,0.0005491999909281731,0.0006203000084497035,3.7046589962927454,2867665.9010816547,3097506.6026799534,2990741.543691173,2990741.543691173
CON8-0,moderate,SAA,search,7,0.8804,8804,10000,1,ambiguous,0,1,0.0026421000075060874,0.0008246999932453036,0.000675299990689382,3.9124834057955367,2811078.2985897055,3038835.822954417,2933204.683923723,2933204.683923723
CON8-0,moderate,SAA,search,7,0.8804,8804,10000,1,ambiguous,0,1,0.0026015999901574105,0.0006255999905988574,0.0005578999989666045,4.663201281549277,2811078.2985897055,3038835.822954417,2933204.683923723,2933204.683923723
CON8-0,moderate,SAA,search,7,0.8864,8864,10000,1,ambiguous,0,1,0.0024616000009700656,0.0007043000077828765,0.0006772000051569194,3.6349674870419837,2896977.1805826654,3137083.5510759098,3026105.217088551,3026105.217088551
CON8-0,moderate,SAA,search,7,0.9906,9906,10000,1,ambiguous,0,0,0.0029261999879963696,0.0008342999790329486,0.00068450000253506,4.274945182117059,2864718.049754896,3224931.410272815,3062169.218966997,3062169.218966997
CON8-0,moderate,SAA,search,7,0.8284,8284,10000,1,certified_infeasible,1,0,0.0030266999965533614,0.000925499974982813,0.0006922000029589981,4.3725801554679355,3061900.095361925,3290279.58799932,3183694.51240251,3183694.5124025103
CON8-0,moderate,SAA,search,7,0.9747,9747,10000,1,certified_infeasible,1,0,0.0025104999949689955,0.0007798000006005168,0.0005631000094581395,4.458355448057623,3037173.906990144,3415307.0400723936,3245671.477312614,3245671.477312614
CON8-0,moderate,SAA,search,7,0.9747,9747,10000,1,certified_infeasible,1,0,0.0026070000021718442,0.0007990000012796372,0.0007329999934881926,3.5566166784881954,3037173.906990144,3415307.0400723936,3245690.931292242,3245690.931292242
CON8-0,moderate,SAA,search,4,0.7775,7775,10000,1,ambiguous,0,0,0.0021015999955125153,0.0005810000002384186,0.0002919000107795,7.199725652288704,2964382.781344954,3278989.79012792,3131645.913890215,3131645.913890215
CON8-0,moderate,SAA,search,6,0.7789,7789,10000,1,ambiguous,0,0,0.002555200015194714,0.0006158000032883137,0.000846399983856827,3.018903667213372,2989428.6388095967,3172673.8541108617,3086480.2507473086,3086480.2507473086
CON8-0,moderate,SAA,search,4,0.9089,9089,10000,1,ambiguous,0,0,0.0025578000058885664,0.0007723000016994774,0.0005010000022593886,5.105389210286444,2918665.600278198,3235215.5447947443,3086124.4764654115,3086124.476465412
CON8-0,moderate,SAA,search,4,0.8565,8565,10000,1,ambiguous,0,1,0.002155099995434284,0.0005478000093717128,0.00025329997879453003,8.508093864399578,2833267.0188231496,3102838.1678008023,2976887.481705422,2976887.4817054225
CON8-0,moderate,SAA,search,4,0.9365,9365,10000,1,ambiguous,0,0,0.002274099999340251,0.0005629000079352409,0.00028989999555051327,7.844429231610675,3011371.707719203,3282967.4887912488,3156505.431784829,3156505.431784829
CON8-0,moderate,SAA,search,6,0.7515,7515,10000,1,certified_infeasible,1,0,0.002356400014832616,0.0005523000145331025,0.0006407999899238348,3.6772784829673553,3049426.966828603,3257682.568064487,3158360.1960942233,3158360.1960942233
CON8-0,moderate,SAA,search,4,0.9846,9846,10000,1,ambiguous,0,0,0.0021437999967020005,0.0006402999861165881,0.00038880002102814615,5.513888582189161,2918979.411056239,3283405.4501606827,3131705.4913644115,3131705.4913644115
CON8-0,moderate,SAA,search,5,0.9966,9966,10000,1,ambiguous,0,1,0.0023569000186398625,0.0007887000101618469,0.0006531999970320612,3.608236419701297,2718035.0861461484,3065900.376403311,2909129.249495107,2909129.249495107
CON8-0,moderate,SAA,search,6,0.9916,9916,10000,1,ambiguous,0,1,0.0021735000191256404,0.0006896000122651458,0.0008014999912120402,2.7117904466085414,2755703.2677332717,3111432.496174423,2950804.3849173435,2950804.3849173435
CON8-0,moderate,SAA,search,5,0.9153,9153,10000,1,ambiguous,0,0,0.0022987000120338053,0.0005541999998968095,0.0003643999807536602,6.308178192763848,2938890.5559354466,3255599.585433155,3110416.4897788553,3110416.4897788553
CON8-0,moderate,SAA,search,5,0.9153,9153,10000,1,ambiguous,0,0,0.002415900002233684,0.0006241000082809478,0.0005305999948177487,4.553147429003465,2938890.5559354466,3255599.585433155,3110503.731930429,3110503.731930429
CON8-0,moderate,SAA,search,4,0.9407,9407,10000,1,ambiguous,0,0,0.002219800022430718,0.0006658000056631863,0.0002846999850589782,7.7969797644031,3022122.113100612,3303599.045452277,3172219.273165473,3172219.273165473
CON8-0,moderate,SAA,search,6,0.7957,7957,10000,1,certified_infeasible,1,0,0.002056600002106279,0.0006428000051528215,0.00062369997613132,3.2974187603195646,3070311.497776906,3289228.282861823,3202510.5623422926,3202510.5623422926
CON8-0,moderate,SAA,search,5,0.9375,9375,10000,1,ambiguous,0,1,0.0022929999977350235,0.0006194000015966594,0.0005201000021770597,4.4087675218936235,2699768.379370199,3038602.230187574,2883171.353286278,2883171.353286278
CON8-0,moderate,SAA,search,5,0.8476,8476,10000,1,certified_infeasible,1,0,0.002232500002719462,0.0006576000014320016,0.0005156999977771193,4.329067311115885,3081638.3402883234,3406604.601440504,3255566.585059937,3255566.585059937
CON8-0,moderate,SAA,search,5,0.8476,8476,10000,1,certified_infeasible,1,0,0.002379200013820082,0.0006732000038027763,0.000538699998287484,4.416558420982938,3081638.3402883234,3406604.601440504,3255686.1367837265,3255686.136783727
CON8-0,moderate,SAA,search,7,0.9765,9765,10000,1,ambiguous,0,1,0.0031171999871730804,0.0010250999766867608,0.0006336000224109739,4.919823038060377,2740973.7563909465,3073492.9985976946,2923467.0000361563,2923467.0000361567
CON8-0,moderate,SAA,search,6,0.9763,9763,10000,1,certified_infeasible,1,0,0.002448499988531694,0.0007925999816507101,0.0006359000108204782,3.850448100122667,3100061.6624273057,3453122.7212363025,3291628.7522576186,3291628.7522576186
CON8-0,moderate,SAA,search,5,0.9732,9732,10000,1,certified_infeasible,1,0,0.0019137999915983528,0.0006135999865364283,0.00039590001688338816,4.83404877490081,3037010.505636791,3371002.612696688,3217367.251826888,3217367.251826888
CON8-0,moderate,SAA,search,5,0.9538,9538,10000,1,certified_infeasible,1,0,0.0018690000288188457,0.0005880000244360417,0.0003293000045232475,5.675675685230368,3063245.172971323,3371003.7513714693,3226850.4335236503,3226850.4335236503
CON8-0,moderate,SAA,search,7,0.9874,9874,10000,1,ambiguous,0,0,0.0023236999986693263,0.0006762999983038753,0.0005751999851781875,4.039812341006028,2944140.5356237614,3317520.0374495466,3149943.3477301267,3149943.347730126
CON8-0,moderate,SAA,search,7,0.9874,9874,10000,1,ambiguous,0,0,0.002609300019685179,0.0006904000183567405,0.0004868999822065234,5.35900619231984,2944140.5356237614,3317520.0374495466,3149943.347730127,3149943.347730126
CON8-0,moderate,SAA,search,4,0.9769,9769,10000,1,ambiguous,0,0,0.0023287000076379627,0.0007021000201348215,0.00035039999056607485,6.645833534058958,2914393.861184247,3234338.6619906737,3088282.3306426187,3088282.330642619
CON8-0,moderate,SAA,search,5,0.8915,8915,10000,1,certified_infeasible,1,0,0.0023354000004474074,0.0007467000104952604,0.00035519999801181257,6.574887425449088,3177994.7939236984,3479369.4460193473,3336130.604390215,3336130.604390215
CON8-0,moderate,SAA,search,4,0.8291,8291,10000,1,ambiguous,0,0,0.0022041999909561127,0.0005112999933771789,0.00026660002185963094,8.26781624240323,3005405.0195999853,3270066.5996909644,3142963.203389216,3142963.2033892167
CON8-0,moderate,SAA,search,5,0.9918,9918,10000,1,certified_infeasible,1,0,0.0026689999795053154,0.0008464000129606575,0.00040580000495538116,6.5771314610969,3067020.869616123,3427677.9064750243,3266038.349942422,3266038.349942422
CON8-0,moderate,SAA,search,7,0.9874,9874,10000,1,ambiguous,0,0,0.0026097000227309763,0.0008873000042513013,0.000616599980276078,4.232403675333403,2944140.5356237614,3317520.0374495466,3149943.3477301267,3149943.347730126
CON8-0,moderate,SAA,search,7,0.9874,9874,10000,1,ambiguous,0,0,0.0025726000021677464,0.0008017999934963882,0.0004644000146072358,5.539620846789833,2944140.5356237614,3317520.0374495466,3149943.347730127,3149943.347730126
CON8-0,moderate,SAA,search,7,0.8744,8744,10000,1,ambiguous,0,0,0.002241799986222759,0.0006107999943196774,0.0006395000091288239,3.5055511402989836,2973140.238089318,3211154.542128574,3100637.3379611806,3100637.3379611806
CON8-0,moderate,SAA,search,5,0.5296,5296,10000,1,certified_infeasible,1,0,0.0024295999901369214,0.0004700999998021871,0.00041190002229996026,5.898518714737044,3184336.7550898474,3345343.1397430473,3266879.752967884,3266879.752967884
CON8-0,moderate,SAA,search,6,0.9914,9914,10000,1,ambiguous,0,1,0.002300199994351715,0.000680199998896569,0.0004527999844867736,5.07994715803464,2689476.5832349565,3052946.8122075074,2885768.5266615474,2885768.5266615474
CON8-0,moderate,SAA,search,6,0.9491,9491,10000,1,ambiguous,0,0,0.0026630000211298466,0.000898600002983585,0.0005466000002343208,4.871935638471005,2856721.868231722,3209980.0694012027,3050556.4030648554,3050556.4030648554
CON8-0,moderate,SAA,search,5,0.9849,9849,10000,1,ambiguous,0,1,0.0025526999961584806,0.0007696999819017947,0.0004555000050459057,5.604171169880047,2797011.56313892,3125681.1195489042,2975651.018550532,2975651.0185505315
CON8-0,moderate,SAA,search,6,0.7673,7673,10000,1,certified_feasible,1,1,0.0021701999939978123,0.0005287000094540417,0.0005778000049758703,3.7559708814617316,2806475.159591649,2974844.1030210876,2896099.2009424116,2896099.2009424116
CON8-0,moderate,SAA,search,6,0.9464,9464,10000,1,ambiguous,0,0,0.0026206000184174627,0.0007538000063505024,0.0007634999928995967,3.4323510711048324,3021322.22192249,3391009.938945225,3225680.9590480863,3225680.959048086
CON8-0,moderate,SAA,search,5,0.9867,9867,10000,1,ambiguous,0,0,0.0024027999897953123,0.0007936999900266528,0.0005619000003207475,4.276205709955027,2974003.5459189457,3321795.199493668,3163215.722877286,3163215.722877286
CON8-0,moderate,SAA,search,6,0.8676,8676,10000,1,ambiguous,0,0,0.002653900010045618,0.0006969000096432865,0.0005000999954063445,5.306738721101674,2966466.691879886,3170377.50091426,3077496.6586050703,3077496.6586050703
CON8-0,moderate,SAA,search,5,0.9035,9035,10000,1,ambiguous,0,1,0.002160800009733066,0.0006639999919570982,0.0005036999937146902,4.289855145316924,2787814.9675306245,3032714.275984394,2916398.661301542,2916398.661301542
CON8-0,moderate,SAA,search,6,0.9912,9912,10000,1,ambiguous,0,1,0.0023942000116221607,0.0007836000004317611,0.0007269000052474439,3.293713020138377,2768322.673244991,3132001.4818553496,2966658.0254122633,2966658.025412263
CON8-0,moderate,SAA,search,5,0.985,9850,10000,1,ambiguous,0,0,0.0021514999971259385,0.0007656999805476516,0.0007956000044941902,2.7042483471248517,2871905.9231609423,3205446.1950004837,3053086.1584894904,3053086.1584894904
CON8-0,moderate,SAA,search,6,0.8475,8475,10000,1,ambiguous,0,1,0.002346699999179691,0.0007190000033006072,0.0007803000044077635,3.007433020535227,2861393.004529843,3054230.3579055225,2964248.57757907,2964248.57757907
CON8-0,moderate,SAA,search,6,0.9514,9514,10000,1,certified_feasible,1,1,0.0024716999905649573,0.0007887000101618469,0.0007002000056672841,3.529991388973855,2692786.91754483,2998619.030540572,2859263.864600862,2859263.8646008624
CON8-0,moderate,SAA,search,6,0.9857,9857,10000,1,ambiguous,0,0,0.0022859000018797815,0.0007714999956078827,0.0006253999890759587,3.6551008023796827,2867161.816623612,3225280.2757300627,3061900.019948179,3061900.019948179
CON8-0,moderate,SAA,search,6,0.9906,9906,10000,1,certified_infeasible,1,0,0.0034926000225823373,0.0009654000168666244,0.000685799983330071,5.0927385644180925,3032431.9984264732,3410284.4454601966,3239677.0946352826,3239677.0946352826
CON8-0,moderate,SAA,search,6,0.9111,9111,10000,1,certified_infeasible,1,0,0.0026308999804314226,0.0007139999943319708,0.0006068000220693648,4.335695261610716,3045637.5132622463,3317191.206178976,3188532.714490562,3188532.714490562
CON8-0,moderate,SAA,search,6,0.9718,9718,10000,1,ambiguous,0,1,0.002693699992960319,0.0008344999805558473,0.0005464999994728714,4.929002736612145,2712091.884552635,3055875.1692255386,2901431.887102699,2901431.8871026984
CON8-0,moderate,SAA,search,6,0.951,9510,10000,1,ambiguous,0,0,0.0020770000119227916,0.0007084000098984689,0.00069039998925291,3.008400991098418,2919949.1740779066,3278611.1196530727,3115275.3043693607,3115275.3043693597
CON8-0,moderate,SAA,search,6,0.7673,7673,10000,1,ambiguous,0,1,0.0021761999814771116,0.000621499988483265,0.0006496999994851649,3.3495459184263128,2871099.632281867,3041679.4587810584,2961959.2832893888,2961959.2832893888
CON8-0,moderate,SAA,search,6,0.9682,9682,10000,1,certified_feasible,1,1,0.0024141999892890453,0.0008343000081367791,0.0006606999959331006,3.6540033360821997,2664120.895935166,2994662.3668686715,2845461.4018557607,2845461.4018557607
CON8-0,moderate,SAA,search,6,0.9896,9896,10000,1,ambiguous,0,0,0.0021672000002581626,0.0007336999988183379,0.000620599981630221,3.492104518864568,2869492.369692486,3243999.5529990946,3073206.763923412,3073206.763923412
CON8-0,moderate,SAA,search,7,0.9397,9397,10000,1,ambiguous,0,1,0.0023449000145774335,0.0007476999890059233,0.0008409000001847744,2.7885598930457594,2818535.5885265674,3088408.7518896703,2964046.183031983,2964046.183031983
CON8-0,moderate,SAA,search,6,0.9579,9579,10000,1,ambiguous,0,1,0.002247299998998642,0.0008085000154096633,0.0005878999945707619,3.822588909257335,2766353.3344664383,3120877.7852097265,2960768.264183548,2960768.264183548
CON8-0,moderate,SAA,search,6,0.9579,9579,10000,1,ambiguous,0,1,0.002271000004839152,0.0007068999984767288,0.0006420999998226762,3.536832277630146,2766353.3344664387,3120877.7852097265,2960737.31774963,2960737.3177496307
CON8-0,moderate,SAA,search,6,0.9906,9906,10000,1,ambiguous,0,1,0.002685499988729134,0.0008444999984931201,0.0005871000175829977,4.574178007667132,2775767.335151329,3121245.923220343,2965415.869184688,2965415.869184688
CON8-0,moderate,SAA,search,6,0.9376,9376,10000,1,ambiguous,0,1,0.0025716000236570835,0.0009529000089969486,0.0006532999977935106,3.9363233313065047,2776608.554012031,3044148.5165896444,2918133.75095641,2918133.75095641
CON8-0,moderate,SAA,search,6,0.9439,9439,10000,1,ambiguous,0,0,0.002325499983271584,0.0007867999956943095,0.0007260999991558492,3.202726877806319,3024951.8137242342,3383195.875954975,3219953.432179793,3219953.4321797932
CON8-0,moderate,SAA,search,6,0.7776,7776,10000,1,certified_infeasible,1,0,0.0020141999993938953,0.0005863999831490219,0.0003954000130761415,5.0940817723393055,3095683.9804347144,3285722.4131097044,3196965.731141821,3196965.731141821
CON8-0,moderate,SAA,search,4,0.7775,7775,10000,1,ambiguous,0,0,0.00208170001860708,0.0006142000202089548,0.00036249999538995326,5.7426208140160835,2964382.781344954,3278989.79012792,3131645.913890215,3131645.913890215
CON8-0,moderate,SAA,search,6,0.9218,9218,10000,1,ambiguous,0,1,0.0021413000067695975,0.0007164999842643738,0.0006241000082809478,3.431020635086516,2815435.4401255865,3089694.5570265693,2965834.568684103,2965834.568684103
CON8-0,moderate,SAA,search,6,0.9445,9445,10000,1,certified_infeasible,1,0,0.0026098000234924257,0.0007802000036463141,0.0006609999982174486,3.948260257988506,3177612.4015017883,3570309.9042369053,3390786.9923249455,3390786.9923249455
CON8-0,moderate,SAA,search,6,0.9445,9445,10000,1,certified_infeasible,1,0,0.002284899994265288,0.0006556000153068453,0.0005545000021811575,4.120649206992792,3177612.4015017883,3570309.9042369053,3391980.042803163,3391980.0428031627
CON8-0,moderate,SAA,search,6,0.9343,9343,10000,1,certified_infeasible,1,0,0.002211099985288456,0.0008464999846182764,0.0005761999927926809,3.8373828756433515,3061266.554238769,3426690.827060399,3259819.375662586,3259819.3756625857
CON8-0,moderate,SAA,search,6,0.9587,9587,10000,1,ambiguous,0,1,0.0021462000149767846,0.0006894000107422471,0.0006776999798603356,3.166888119753355,2872730.3944590883,3149765.349464038,3025052.6586828264,3025052.6586828264
CON8-0,moderate,SAA,search,5,0.994,9940,10000,1,ambiguous,0,0,0.002252599981147796,0.0006892999808769673,0.00045900000259280205,4.907625203536591,3020629.3922545235,3394885.7277179873,3228750.2876983183,3228750.287698319
CON8-0,moderate,SAA,search,6,0.9916,9916,10000,1,ambiguous,0,1,0.0021988000080455095,0.000687899999320507,0.0005527999892365187,3.9775688329558556,2759114.9745068396,3116536.081121916,2955226.59247634,2955226.59247634
CON8-0,moderate,SAA,search,7,0.9214,9214,10000,1,certified_infeasible,1,0,0.0023840999929234385,0.0007823000196367502,0.0006988999957684427,3.411217638228933,3087117.1761248484,3378394.2839657315,3243009.1593046123,3243009.1593046123
CON8-0,moderate,SAA,search,7,0.8837,8837,10000,1,certified_infeasible,1,0,0.002278900006785989,0.0007482999935746193,0.0006904999900143594,3.3003621140365227,3064055.6199346143,3312749.5051494287,3197797.8364472515,3197797.8364472515
CON8-0,moderate,SAA,search,6,0.7863,7863,10000,1,certified_infeasible,1,0,0.002175300003727898,0.0005952999927103519,0.0006266999989748001,3.4710387861598955,3058895.7143287454,3245268.696226427,3158110.8466944457,3158110.8466944457
CON8-0,moderate,SAA,search,7,0.9712,9712,10000,1,ambiguous,0,1,0.0024853000068105757,0.0007265000022016466,0.000538399996003136,4.616084742311364,2756309.671682468,3075709.3368768804,2929406.486219742,2929406.486219742
CON8-0,moderate,SAA,search,7,0.9712,9712,10000,1,ambiguous,0,1,0.0031159999780356884,0.0010141999810002744,0.00047560001257807016,6.5517239184769664,2756309.671682468,3075709.3368768804,2929406.486219742,2929406.486219742
CON8-0,moderate,SAA,search,4,0.9909,9909,10000,1,certified_infeasible,1,0,0.002393400005530566,0.0007118000066839159,0.00030709998100064695,7.793553088906,3105572.8697697143,3425874.52758392,3280462.443140856,3280462.443140856
CON8-0,moderate,SAA,search,7,0.9907,9907,10000,1,certified_infeasible,1,0,0.0029313999984879047,0.000993099994957447,0.0007547000132035464,3.8841923243709964,3049757.643628192,3429659.734529196,3258145.617137457,3258145.617137457
CON8-0,moderate,SAA,search,4,0.9978,9978,10000,1,ambiguous,0,1,0.0025513999862596393,0.0007266000029630959,0.00036070001078769565,7.073468006524035,2756271.935031391,3131850.2938913326,2965745.71565266,2965745.71565266
CON8-0,moderate,SAA,search,4,0.9524,9524,10000,1,ambiguous,0,0,0.0018503000028431416,0.0005934999790042639,0.00022860002354718745,8.094049922357964,2909826.6870523077,3180611.1816003914,3056796.8703675224,3056796.8703675224
CON8-0,moderate,SAA,search,7,0.9718,9718,10000,1,ambiguous,0,0,0.0021997000148985535,0.0007969000143930316,0.0011066999868489802,1.9876208918747584,2967207.4994099694,3292699.6245786697,3143541.076141752,3143541.0761417523
CON8-0,moderate,SAA,search,5,0.9557,9557,10000,1,ambiguous,0,0,0.0022440000029746443,0.0005828000139445066,0.000519900000654161,4.316214656955463,3013406.624126606,3362082.503079639,3203685.7504696175,3203685.7504696175
CON8-0,moderate,SAA,search,6,0.9529,9529,10000,1,ambiguous,0,0,0.0022597000061068684,0.0006760999967809767,0.0006898000137880445,3.2758770091895193,2941979.012896573,3305063.244258555,3139088.7746572047,3139088.774657205
CON8-0,moderate,SAA,search,7,0.9602,9602,10000,1,ambiguous,0,0,0.002279699983773753,0.0007135999912861735,0.0005578999989666045,4.086216146256373,2882044.9922910673,3223932.4757126034,3069040.4106646776,3069040.410664678
CON8-0,moderate,SAA,search,5,0.9969,9969,10000,1,ambiguous,0,0,0.0022336000110954046,0.0007895000162534416,0.00035349998506717384,6.318529294056306,2968457.748589693,3333578.70107066,3168478.5838641976,3168478.5838641976
CON8-0,moderate,SAA,search,6,0.9979,9979,10000,1,certified_infeasible,1,0,0.0022117999906186014,0.0006151999987196177,0.0005981000140309334,3.6980437029453213,3110539.3174716597,3602746.43143912,3398647.066518179,3398647.066518179
CON8-0,moderate,SAA,search,6,0.9197,9197,10000,1,certified_feasible,1,1,0.0023311999975703657,0.0006642999942414463,0.0005342999938875437,4.363091941305586,2718844.483730458,2950031.1506046504,2850814.4474729984,2850814.447472998
CON8-0,moderate,SAA,search,6,0.946,9460,10000,1,ambiguous,0,0,0.002555899991421029,0.000676499999826774,0.00043489999370649457,5.876983279852507,2895078.4552445,3251285.8553273124,3089766.362990239,3089766.362990239
CON8-0,moderate,SAA,search,7,0.9899,9899,10000,1,ambiguous,0,0,0.0024960000009741634,0.0008615000115241855,0.0006683999963570386,3.7342908656164586,2868960.068467717,3229276.7422789694,3066325.385243619,3066325.385243619
CON8-0,moderate,SAA,search,5,0.9857,9857,10000,1,ambiguous,0,1,0.00286840001353994,0.0007593000191263855,0.00036089998320676386,7.947908415104026,2792726.638624385,3122083.3151538973,2973731.552731246,2973731.552731246
CON8-0,moderate,SAA,search,5,0.9779,9779,10000,1,ambiguous,0,0,0.0025692000053822994,0.0009255000040866435,0.00039870000910013914,6.443942680565649,3015153.620641201,3347292.8115143594,3194270.6552868015,3194270.6552868015
CON8-0,moderate,SAA,search,5,0.8981,8981,10000,1,certified_feasible,1,1,0.0021421000128611922,0.0006300000241026282,0.0003835999814327806,5.584202597873584,2756208.0988910506,3024653.159292302,2902459.447503494,2902459.447503494
CON8-0,moderate,SAA,search,7,0.9747,9747,10000,1,certified_infeasible,1,0,0.0026836000033654273,0.0008455000061076134,0.0005776000034529716,4.64612186170793,3037173.906990144,3415307.0400723936,3245826.0651907073,3245826.065190707
CON8-0,moderate,SAA,search,7,0.9747,9747,10000,1,certified_infeasible,1,0,0.0026919000083580613,0.0009969999955501407,0.0006220999930519611,4.327117888479417,3037173.906990144,3415307.0400723936,3245688.863965917,3245688.863965917
CON8-0,moderate,SAA,search,7,0.9747,9747,10000,1,certified_infeasible,1,0,0.004404000006616116,0.0007566999993287027,0.0006615000020246953,6.657596361506442,3037173.906990144,3415307.0400723936,3245688.863965917,3245688.863965917
CON8-0,moderate,SAA,search,6,0.7789,7789,10000,1,ambiguous,0,0,0.0025504000077489763,0.0006290000164881349,0.0006660999788437039,3.828854659590691,2989428.6388095967,3172673.8541108617,3086480.2507473086,3086480.2507473086
SCA3-0,moderate,SAA,search,15,0.7382,7382,10000,1,ambiguous,0,0,0.004821500013349578,0.0019745000172406435,0.0020671999955084175,2.3323819774698453,8022930.974647415,8568073.675045822,8311541.10728253,8311541.10728253
SCA3-0,moderate,SAA,search,12,0.9428,9428,10000,1,ambiguous,0,1,0.0034487999801058322,0.0014454999763984233,0.001337599998805672,2.578349269725798,7634436.904161066,8391285.257101372,8045444.085649652,8045444.085649652
SCA3-0,moderate,SAA,search,16,0.6982,6982,10000,1,certified_infeasible,1,0,0.004389199981233105,0.0017050000024028122,0.002036500023677945,2.1552663541374057,8498798.705029264,9045951.425178502,8780679.301160485,8780679.301160485
