instance,profile,policy,stream,route_len,rho_cand,cand_count,N,candidate_cvar_matches_full,tier2_decision,tier2_incremental_certified,full_feasible,t_tier2_total,t_tier2_exact_partial,t_full,tier2_over_full,cvar_L,cvar_U,cvar_candidate,cvar_full
SCA3-0,moderate,SAA,search,16,0.9357,9357,10000,1,ambiguous,0,0,0.004808400000911206,0.0022418999869842082,0.0019847000075969845,2.4227339056309436,8190772.264332567,9024976.702261247,8638798.619769486,8638798.619769486
SCA3-0,moderate,SAA,search,14,0.9769,9769,10000,1,ambiguous,0,0,0.004818499990506098,0.0023157999967224896,0.0018870000203605741,2.553524079764113,8027586.942009239,8897672.531800726,8505567.626002852,8505567.626002852
SCA3-0,moderate,SAA,search,14,0.911,9110,10000,1,ambiguous,0,0,0.004830299993045628,0.0018471000075805932,0.001803999999538064,2.6775498859659006,8202276.607759518,8897672.531800726,8523806.687865851,8523806.687865851
SCA3-0,moderate,SAA,search,12,0.9427,9427,10000,1,ambiguous,0,1,0.0033827000006567687,0.001212700008181855,0.0011125000019092113,3.0406292088553393,7781066.260693904,8549296.725466985,8196895.579042289,8196895.579042289
SCA3-0,moderate,SAA,search,12,0.9427,9427,10000,1,ambiguous,0,1,0.003367400000570342,0.0013188999728299677,0.001087700016796589,3.095890363675595,7781066.260693904,8549296.725466985,8196895.57904229,8196895.579042289
SCA3-0,moderate,SAA,search,16,0.7521,7521,10000,1,certified_infeasible,1,0,0.004676499986089766,0.0016301999858114868,0.002142000012099743,2.183239943824988,8323552.313058338,8901231.655900719,8631019.478436124,8631019.478436124
SCA3-0,moderate,SAA,search,14,0.7778,7778,10000,1,ambiguous,0,1,0.0043040000018663704,0.001485899992985651,0.0018988999945577234,2.2665753932285537,7789829.641863077,8388887.511687731,8108996.724318114,8108996.724318114
SCA3-0,moderate,SAA,search,14,0.7366,7366,10000,1,ambiguous,0,1,0.004077000019606203,0.0015909000067040324,0.0017985999875236303,2.2667630645430763,7886145.70192022,8440881.707147647,8188893.033289003,8188893.033289002
SCA3-0,moderate,SAA,search,14,0.6995,6995,10000,1,certified_infeasible,1,0,0.0036881999985780567,0.001275799993891269,0.001865199999883771,1.977375079781195,8252370.383503405,8784892.005388066,8529357.013518415,8529357.013518415
SCA3-0,moderate,SAA,search,14,0.7151,7151,10000,1,ambiguous,0,1,0.004183200013358146,0.0014270000101532787,0.0020373999723233283,2.053205099727118,7753328.991640586,8263685.35345862,8033449.567199764,8033449.567199764
SCA3-0,moderate,SAA,search,14,0.7426,7426,10000,1,ambiguous,0,1,0.003884599980665371,0.001531799993244931,0.002418999996734783,1.6058701884699815,7787151.676914535,8320935.12281164,8072672.612314741,8072672.612314741
SCA3-0,moderate,SAA,search,15,0.7272,7272,10000,1,ambiguous,0,0,0.004849099990678951,0.0018005999736487865,0.0019528000266291201,2.4831523579244106,8014341.428059885,8549023.288514903,8297775.003452101,8297775.003452101
SCA3-0,moderate,SAA,search,15,0.7336,7336,10000,1,ambiguous,0,1,0.004643599997507408,0.00171870001940988,0.002116299991030246,2.1942068786036497,7951138.289069161,8485274.88759099,8221453.898990679,8221453.8989906795
SCA3-0,moderate,SAA,search,15,0.7315,7315,10000,1,ambiguous,0,1,0.004662699997425079,0.0017677999858278781,0.0018798999954015017,2.4802915095647085,7841556.199033853,8373382.671967458,8121442.17730022,8121442.17730022
SCA3-0,moderate,SAA,search,15,0.7661,7661,10000,1,certified_feasible,1,1,0.004081100021721795,0.0015623999934177846,0.0018801999976858497,2.170566975186051,7422014.445817082,7961029.059426575,7708099.707780646,7708099.707780647
SCA3-0,moderate,SAA,search,15,0.8153,8153,10000,1,certified_feasible,1,1,0.004655700002331287,0.0018506000051274896,0.0020012000168208033,2.3264541091337496,7417036.918512,8020104.533159331,7764963.243472492,7764963.243472491
SCA3-0,moderate,SAA,search,15,0.8153,8153,10000,1,certified_feasible,1,1,0.00440480001270771,0.0018268999992869794,0.0018347000004723668,2.40082847962808,7417036.918512,8020104.533159331,7764963.24347249,7764963.243472491
SCA3-0,moderate,SAA,search,15,0.7729,7729,10000,1,certified_infeasible,1,0,0.004382399987662211,0.0016678999818395823,0.0021650000126101077,2.024203215767571,8610200.314847507,9239276.201026626,8938467.612114474,8938467.612114476
SCA3-0,moderate,SAA,search,15,0.7729,7729,10000,1,certified_infeasible,1,0,0.004263800015905872,0.0017653999966569245,0.001986699993722141,2.146172058881179,8610200.314847507,9239276.201026626,8934059.407982323,8934059.407982323
SCA3-0,moderate,SAA,search,12,0.9313,9313,10000,1,certified_feasible,1,1,0.00354400000651367,0.0015566999791190028,0.0013553000171668828,2.6149191777640812,7337298.616983521,8054732.623678921,7725245.48346868,7725245.48346868
SCA3-0,moderate,SAA,search,12,0.9315,9315,10000,1,ambiguous,0,0,0.00353509999695234,0.0013682999997399747,0.001103400019928813,3.2038244816965027,8020821.012053186,8793346.776957087,8439469.969429566,8439469.969429566
SCA3-0,moderate,SAA,search,12,0.9315,9315,10000,1,ambiguous,0,0,0.0035957000218331814,0.0013859000173397362,0.001150699972640723,3.124793697162838,8020821.012053186,8793346.776957087,8439469.969429566,8439469.969429566
SCA3-0,moderate,SAA,search,16,0.6982,6982,10000,1,certified_infeasible,1,0,0.005102900002384558,0.0017069999885279685,0.0022236000222619623,2.2948821511494777,8498798.705029264,9045951.425178502,8780679.301160485,8780679.301160485
SCA3-0,moderate,SAA,search,12,0.9359,9359,10000,1,ambiguous,0,1,0.0032850000134203583,0.0010682000138331205,0.0011051000037696213,2.9725816688216913,7775533.018201818,8539682.542862607,8188912.63307246,8188912.63307246
SCA3-0,moderate,SAA,search,16,0.7512,7512,10000,1,ambiguous,0,1,0.0043375999957788736,0.00168009998742491,0.002055399992968887,2.1103434906183405,7934695.312255512,8488246.032775864,8229061.568024203,8229061.568024203
SCA3-0,moderate,SAA,search,16,0.9557,9557,10000,1,certified_infeasible,1,0,0.005227400019066408,0.0024544000043533742,0.0020349999831523746,2.568746959382651,8286431.5496299155,9182090.250322185,8770410.827642864,8770410.827642864
SCA3-0,moderate,SAA,search,11,0.9397,9397,10000,1,ambiguous,0,0,0.003043599979719147,0.001294299989240244,0.001098500011721626,2.7706872528376763,7985728.707646477,8753693.89771833,8401713.980561702,8401713.980561702
SCA3-0,moderate,SAA,search,16,0.9557,9557,10000,1,certified_infeasible,1,0,0.004998200020054355,0.0023504999990109354,0.0021431999921333045,2.332120212019613,8286431.549629916,9182090.250322185,8770410.827642864,8770410.827642864
SCA3-0,moderate,SAA,search,16,0.7245,7245,10000,1,ambiguous,0,0,0.0046956999867688864,0.0018783999839797616,0.002054300013696775,2.2857907586335613,7983609.781291657,8534004.64482314,8278460.255757061,8278460.255757061
SCA3-0,moderate,SAA,search,16,0.9711,9711,10000,1,certified_infeasible,1,0,0.0052097000007051975,0.0023683000181335956,0.0021926999907009304,2.3759292300812374,8411510.196900114,9394002.461306736,8939350.93219424,8939350.93219424
SCA3-0,moderate,SAA,search,12,0.9034,9034,10000,1,ambiguous,0,0,0.0032934000191744417,0.0012780000106431544,0.0012230999709572643,2.6926662557246637,8010988.128266227,8692971.107598467,8375362.657517983,8375362.657517983
SCA3-0,moderate,SAA,search,13,0.9763,9763,10000,1,ambiguous,0,1,0.004184299992630258,0.0014121000131126493,0.0015081999881658703,2.774366811737485,7453728.130772747,8271206.619899602,7910442.058913615,7910442.058913615
SCA3-0,moderate,SAA,search,13,0.9713,9713,10000,1,ambiguous,0,1,0.004364399996120483,0.001385699986713007,0.001225099986186251,3.56248473212942,7641356.76312615,8271206.619899602,7924212.082544901,7924212.082544901
SCA3-0,moderate,SAA,search,13,0.9744,9744,10000,1,ambiguous,0,1,0.0039400999958161265,0.001359499990940094,0.0013344000035431236,2.9527128187607166,7448117.501902807,8254294.75696204,7895882.1558802,7895882.1558802
SCA3-0,moderate,SAA,search,13,0.7567,7567,10000,1,ambiguous,0,1,0.003046600002562627,0.0008187999774236232,0.0016209000023081899,1.8795730755902373,7751067.8144728355,8254294.75696204,7936317.629931674,7936317.629931675
SCA3-0,moderate,SAA,search,12,0.9393,9393,10000,1,ambiguous,0,1,0.003130800003418699,0.001317500020377338,0.0010386999929323792,3.0141523295673287,7772389.565074121,8512286.808904761,8172328.407587673,8172328.407587673
SCA3-0,moderate,SAA,search,13,0.973,9730,10000,1,certified_infeasible,1,0,0.0035820000048261136,0.0012946999922860414,0.001209399983054027,2.9617992847831025,8398838.990545996,9344067.958048698,8909572.143363683,8909572.143363683
SCA3-0,moderate,SAA,search,15,0.7258,7258,10000,1,ambiguous,0,1,0.004300700005842373,0.001666199997998774,0.0019696999806910753,2.1834289729410763,7919097.604974487,8465727.00479522,8206001.645398575,8206001.645398575
SCA3-0,moderate,SAA,search,15,0.9162,9162,10000,1,ambiguous,0,1,0.004888600000413135,0.0022810999944340438,0.0020560999982990324,2.3776080951594616,7653735.892289978,8400665.362949725,8051314.329368249,8051314.329368248
SCA3-0,moderate,SAA,search,13,0.971,9710,10000,1,ambiguous,0,1,0.0037512999842874706,0.0013193000049795955,0.001210899994475767,3.097943679413026,7495823.097393046,8296457.894307859,7934192.811158724,7934192.811158724
SCA3-0,moderate,SAA,search,13,0.971,9710,10000,1,ambiguous,0,1,0.0040169999992940575,0.001407400006428361,0.001485500019043684,2.704139985053699,7495823.097393046,8296457.894307859,7934697.115600816,7934697.115600816
SCA3-0,moderate,SAA,search,13,0.897,8970,10000,1,ambiguous,0,1,0.004029800009448081,0.0012131999828852713,0.0014575000095646828,2.76487134339826,7655003.8109212285,8296457.894307859,7955998.6795086935,7955998.6795086935
SCA3-0,moderate,SAA,search,12,0.9298,9298,10000,1,ambiguous,0,1,0.003070800012210384,0.001041000010445714,0.001007899991236627,3.046730865075923,7656322.986675051,8364383.977071587,8037621.048283503,8037621.048283504
SCA3-0,moderate,SAA,search,12,0.9298,9298,10000,1,ambiguous,0,1,0.0032789999968372285,0.0011146000178996474,0.001111799996579066,2.949271457929926,7656322.986675051,8364383.977071587,8037621.048283503,8037621.048283504
SCA3-0,moderate,SAA,search,16,0.7219,7219,10000,1,ambiguous,0,0,0.004749499988975003,0.001752099982695654,0.0020791999995708466,2.2842920305671965,7964691.541686556,8512407.01937608,8258635.689622952,8258635.689622952
SCA3-0,moderate,SAA,search,16,0.7245,7245,10000,1,ambiguous,0,0,0.004835800005821511,0.001665599993430078,0.0020462000102270395,2.3633075855986077,7983609.781291657,8534004.64482314,8278460.255757061,8278460.255757061
SCA3-0,moderate,SAA,search,16,0.7147,7147,10000,1,ambiguous,0,0,0.004161699995165691,0.0016200999962165952,0.002027900016400963,2.052221490954821,7979391.855745735,8521573.446991388,8272143.607512479,8272143.60751248
SCA3-0,moderate,SAA,search,16,0.7231,7231,10000,1,ambiguous,0,0,0.0043836999975610524,0.0014998999831732363,0.0023360000050161034,1.8765838990359218,7965704.059072271,8513111.481639527,8262434.574958694,8262434.574958694
SCA3-0,moderate,SAA,search,12,0.9427,9427,10000,1,ambiguous,0,1,0.003514499985612929,0.001170800009276718,0.0010584999981801957,3.320264517387965,7781066.260693904,8549296.725466985,8196895.579042289,8196895.57904229
SCA3-0,moderate,SAA,search,12,0.9427,9427,10000,1,ambiguous,0,1,0.00325960002373904,0.001109600008931011,0.001078699977369979,3.02178556792631,7781066.260693904,8549296.725466985,8196895.579042289,8196895.579042289
SCA3-0,moderate,SAA,search,13,0.9347,9347,10000,1,certified_infeasible,1,0,0.0040797000110615045,0.0014612000086344779,0.0014041000104043633,2.905562268236578,8430645.991112456,9250451.714820694,8874515.712523064,8874515.712523064
SCA3-0,moderate,SAA,search,15,0.7809,7809,10000,1,ambiguous,0,1,0.0044849999831058085,0.0016479000041726977,0.002393400005530566,1.8739032225044134,7825093.033265758,8398917.650165986,8121810.906271986,8121810.906271986
SCA3-0,moderate,SAA,search,15,0.7809,7809,10000,1,ambiguous,0,1,0.004809100006241351,0.001735099998768419,0.001973700011149049,2.436591163335703,7825093.033265758,8398917.650165986,8117543.967997358,8117543.967997358
SCA3-0,moderate,SAA,search,15,0.894,8940,10000,1,ambiguous,0,1,0.005116999993333593,0.0025191000022459775,0.002120299992384389,2.413337740750193,7687768.968534492,8385788.984991113,8016007.9797434695,8016007.9797434695
SCA3-0,moderate,SAA,search,13,0.9322,9322,10000,1,ambiguous,0,0,0.00397220000741072,0.001305999991018325,0.0015693000168539584,2.5311922288600726,8174197.342430277,8958258.635994948,8598291.923510922,8598291.923510922
SCA3-0,moderate,SAA,search,13,0.9346,9346,10000,1,ambiguous,0,0,0.00422400000388734,0.0013171000173315406,0.001267799991182983,3.3317558236815654,8213969.135045798,9005528.182702826,8642199.721292367,8642199.721292367
SCA3-0,moderate,SAA,search,15,0.7315,7315,10000,1,certified_feasible,1,1,0.0044686000037472695,0.0015258000057656318,0.0023578999971505255,1.8951609521809587,7513597.8129736995,8016916.857407751,7775360.970884717,7775360.970884716
SCA3-0,moderate,SAA,search,15,0.7315,7315,10000,1,certified_feasible,1,1,0.0048534999950788915,0.0016152999887708575,0.0019807000062428415,2.450396314323954,7513597.8129736995,8016916.857407751,7775360.970884717,7775360.970884716
SCA3-0,moderate,SAA,search,13,0.9396,9396,10000,1,certified_infeasible,1,0,0.004141999990679324,0.0010291000071447343,0.0012359000102151185,3.3514038000196913,8260082.562505006,9060802.4303205,8694004.567861034,8694004.567861032
SCA3-0,moderate,SAA,search,13,0.9396,9396,10000,1,certified_infeasible,1,0,0.004163800011156127,0.0014170000213198364,0.0013720000279136002,3.0348395965326733,8260082.562505006,9060802.4303205,8694004.567861034,8694004.567861032
SCA3-0,moderate,SAA,search,15,0.7361,7361,10000,1,certified_feasible,1,1,0.004383299994515255,0.0015320999955292791,0.0019539000059012324,2.243359425393659,7548509.848551596,8061283.999086534,7818433.440720272,7818433.440720272
SCA3-0,moderate,SAA,search,15,0.7361,7361,10000,1,certified_feasible,1,1,0.0038102999969851226,0.001365000003715977,0.00181049999082461,2.104556761278791,7548509.848551596,8061283.999086534,7816288.548545456,7816288.5485454565
SCA3-0,moderate,SAA,search,15,0.7418,7418,10000,1,certified_feasible,1,1,0.0038295000267680734,0.0013556000194512308,0.0018290999869350344,2.093652645629858,7525536.271093723,8041494.4459433155,7780365.838534288,7780365.83853429
SCA3-0,moderate,SAA,search,15,0.6851,6851,10000,1,ambiguous,0,0,0.004703500017058104,0.0017245000053662807,0.0020782999927178025,2.26314778113785,8168653.034964918,8678545.572394548,8430258.479031246,8430258.479031246
SCA3-0,moderate,SAA,search,15,0.6851,6851,10000,1,ambiguous,0,0,0.00373370002489537,0.0012533999979496002,0.0019792999955825508,1.8863739873835859,8168653.034964918,8678545.572394548,8430198.739759082,8430198.739759084
SCA3-0,moderate,SAA,search,15,0.9373,9373,10000,1,ambiguous,0,0,0.0049829000199679285,0.0023444000107701868,0.001919799979077652,2.5955308231443524,7858112.946136373,8659118.228296407,8288506.77060836,8288506.770608361
SCA3-0,moderate,SAA,search,14,0.9808,9808,10000,1,certified_infeasible,1,0,0.005112799990456551,0.0024080000002868474,0.0018442999862600118,2.7722171168176444,8269729.253191116,9165065.32758565,8756433.362093193,8756433.362093195
SCA3-0,moderate,SAA,search,15,0.759,7590,10000,1,ambiguous,0,0,0.0044673999946098775,0.00186240000766702,0.002177799993660301,2.051336214351516,8196001.424152862,8744464.219678415,8478195.746614436,8478195.746614436
SCA3-0,moderate,SAA,search,13,0.9271,9271,10000,1,ambiguous,0,0,0.0041874999878928065,0.00143269999534823,0.001430200005415827,2.927912160561978,8116111.763965141,8882327.534675846,8529768.376677886,8529768.376677888
SCA3-0,moderate,SAA,search,15,0.8341,8341,10000,1,ambiguous,0,1,0.004625999979907647,0.001821899990318343,0.0019232000049669296,2.4053660399128343,7644606.996469698,8276546.091464075,7991945.644718548,7991945.644718548
SCA3-0,moderate,SAA,search,15,0.8341,8341,10000,1,ambiguous,0,1,0.004391800001030788,0.0019093000155407935,0.0018706999835558236,2.3476773612211517,7644606.996469698,8276546.091464075,7991945.644718548,7991945.644718546
SCA3-0,moderate,SAA,search,15,0.7858,7858,10000,1,certified_infeasible,1,0,0.004091000009793788,0.0016531000146642327,0.002091199974529445,1.9562930660011755,8624014.500604134,9268212.881595569,8942876.486617275,8942876.486617275
SCA3-0,moderate,SAA,search,13,0.938,9380,10000,1,ambiguous,0,0,0.003918500005966052,0.0013081000070087612,0.001419100008206442,2.761257123039924,7891846.998851838,8658892.027961371,8306776.144498316,8306776.144498316
SCA3-0,moderate,SAA,search,13,0.938,9380,10000,1,ambiguous,0,0,0.004036099999211729,0.0014750999980606139,0.0012036999978590757,3.3530780147797747,7891846.998851838,8658892.027961371,8306776.144498316,8306776.144498315
SCA3-0,moderate,SAA,search,13,0.9392,9392,10000,1,ambiguous,0,0,0.004071000003023073,0.0014655000122729689,0.001794499985408038,2.2685985155343418,8108078.438838549,8903153.242802931,8538851.980653634,8538851.980653634
SCA3-0,moderate,SAA,search,16,0.768,7680,10000,1,certified_feasible,1,1,0.004727899999124929,0.0020441999949980527,0.002008500014198944,2.353945713568029,7652579.113387683,8206293.103082291,7951107.323079413,7951107.323079413
SCA3-0,moderate,SAA,search,16,0.7225,7225,10000,1,certified_feasible,1,1,0.004219700000248849,0.001658199995290488,0.002130700013367459,1.980428954698243,7696869.620144407,8214418.552826677,7970824.971479007,7970824.971479008
SCA3-0,moderate,SAA,search,13,0.9354,9354,10000,1,ambiguous,0,0,0.0043471999815665185,0.0016952999867498875,0.0013497000036295503,3.220863873361659,8082655.096637924,8863869.32609956,8505355.706600776,8505355.706600774
SCA3-0,moderate,SAA,search,16,0.785,7850,10000,1,certified_feasible,1,1,0.004974500014213845,0.00181940000038594,0.0021591999975498766,2.3038625508793036,7561324.422737349,8132176.192998059,7881871.766138841,7881871.766138841
SCA3-0,moderate,SAA,search,16,0.7433,7433,10000,1,certified_feasible,1,1,0.004658599995309487,0.0017664000042714179,0.002293400000780821,2.0313072267041945,7653919.709958396,8191525.661592707,7940008.496615319,7940008.496615319
SCA8-0,moderate,SAA,search,9,0.9958,9958,10000,1,ambiguous,0,0,0.0027691999857779592,0.0009488000068813562,0.0007875000010244548,3.516444421810185,2897841.6282514404,3316842.0754693747,3128384.0612086756,3128384.0612086747
SCA8-0,moderate,SAA,search,6,0.8885,8885,10000,1,certified_infeasible,1,0,0.0020253999973647296,0.0006901999877300113,0.000600500003201887,3.3728559309995436,3222894.7330607013,3510767.7840763694,3378146.003476695,3378146.003476695
SCA8-0,moderate,SAA,search,3,0.9957,9957,10000,1,certified_infeasible,1,0,0.0017915000207722187,0.0006086000066716224,0.0002925999870058149,6.122693439274198,3177719.2048971937,3607076.666767328,3414452.4059686824,3414452.4059686824
SCA8-0,moderate,SAA,search,9,0.9958,9958,10000,1,ambiguous,0,0,0.0029260999872349203,0.0010643999848980457,0.0009414000087417662,3.1082429998548826,2897841.6282514404,3316842.0754693747,3129564.6520692827,3129564.6520692827
SCA8-0,moderate,SAA,search,9,0.9958,9958,10000,1,ambiguous,0,0,0.002659799996763468,0.0008573999803047627,0.0010264000156894326,2.5913873305787907,2897841.628251441,3316842.0754693747,3129564.6520692827,3129564.6520692827
SCA8-0,moderate,SAA,search,9,0.9957,9957,10000,1,ambiguous,0,1,0.0031012999825179577,0.0010572999890428036,0.0010360000014770776,2.993532797390229,2847028.143631512,3257095.638320333,3073853.1959029813,3073853.195902982
SCA8-0,moderate,SAA,search,6,0.9817,9817,10000,1,ambiguous,0,1,0.002589000010630116,0.0008722000056877732,0.0005253999843262136,4.927674320261573,2851833.6706985645,3155323.0603137156,3017576.987366106,3017576.9873661064
SCA8-0,moderate,SAA,search,6,0.9891,9891,10000,1,ambiguous,0,1,0.002289199997903779,0.0007874000002630055,0.0006453999958466738,3.5469476489547715,2773542.970966596,3117656.492542434,2962642.4294999177,2962642.429499918
SCA8-0,moderate,SAA,search,6,0.8885,8885,10000,1,certified_infeasible,1,0,0.0028012999973725528,0.0009907000057864934,0.0007852999842725694,3.567171849579779,3222894.7330607013,3510767.7840763694,3378146.003476695,3378146.003476695
SCA8-0,moderate,SAA,search,6,0.9912,9912,10000,1,ambiguous,0,0,0.0022308999905362725,0.0008111000061035156,0.0007205999863799661,3.0958923573444785,3004353.0224801092,3420714.3498320617,3262022.5154184457,3262022.515418446
SCA8-0,moderate,SAA,search,3,0.9957,9957,10000,1,certified_infeasible,1,0,0.0018287999846506864,0.0006043000030331314,0.00026359999901615083,6.937784489667754,3177719.2048971937,3607076.666767328,3414452.4059686824,3414452.4059686824
SCA8-0,moderate,SAA,search,4,0.9739,9739,10000,1,ambiguous,0,1,0.0019073000003118068,0.000603299995418638,0.00039030000334605575,4.886753738048825,2856815.0012183315,3124400.8698848486,3003706.6457730937,3003706.6457730937
SCA8-0,moderate,SAA,search,6,0.9876,9876,10000,1,ambiguous,0,0,0.0023942000116221607,0.0008397999918088317,0.0007371999963652343,3.247694008989104,3067177.7399655837,3450963.0674509276,3282657.4783840235,3282657.4783840235
SCA8-0,moderate,SAA,search,4,0.9078,9078,10000,1,ambiguous,0,0,0.0021319000225048512,0.0007385000062640756,0.000454399996669963,4.691681421937332,3009263.5919700037,3246428.442154944,3137063.8884946136,3137063.8884946136
SCA8-0,moderate,SAA,search,6,0.9826,9826,10000,1,ambiguous,0,0,0.002209199999924749,0.0006428000051528215,0.0005178000137675554,4.26651205327406,2944127.064078618,3317910.6179265366,3149794.335491063,3149794.335491063
SCA8-0,moderate,SAA,search,3,0.9645,9645,10000,1,ambiguous,0,0,0.0020698000153061002,0.0007217000238597393,0.0003656999906525016,5.6598306486501455,3086674.51031948,3453688.176749835,3282400.1530231545,3282400.1530231545
SCA8-0,moderate,SAA,search,5,0.9734,9734,10000,1,certified_infeasible,1,0,0.0021059999999124557,0.000672800000756979,0.0005275000003166497,3.9924170590488304,3179757.35753036,3535103.979202939,3374417.045226454,3374417.0452264533
SCA8-0,moderate,SAA,search,6,0.9966,9966,10000,1,ambiguous,0,1,0.002734300011070445,0.0009103000047616661,0.0006285999843385071,4.349825133940822,2701831.753416494,3099757.3505077236,2919414.6673546256,2919414.6673546256
SCA8-0,moderate,SAA,search,7,0.9858,9858,10000,1,ambiguous,0,1,0.0025168000138364732,0.0009880999859888107,0.0007557999924756587,3.329981528039681,2790450.594592207,3145710.3086315766,2970913.536782377,2970913.536782377
SCA8-0,moderate,SAA,search,7,0.9858,9858,10000,1,ambiguous,0,1,0.002403899998171255,0.000964400009252131,0.0006614000012632459,3.6345630383730088,2790450.594592207,3145710.3086315766,2970913.536782377,2970913.536782377
SCA8-0,moderate,SAA,search,6,0.9348,9348,10000,1,ambiguous,0,1,0.0022418999869842082,0.0007713999948464334,0.0006166000093799084,3.635906508076124,2902786.8645031634,3192462.3142808685,3061251.903625696,3061251.9036256955
SCA8-0,moderate,SAA,search,7,0.9954,9954,10000,1,ambiguous,0,1,0.003201599989552051,0.0011851000017486513,0.0009119999886024743,3.510526348205444,2833064.1683040312,3236864.8619129932,3055363.8683341206,3055363.868334121
SCA8-0,moderate,SAA,search,5,0.9739,9739,10000,1,ambiguous,0,1,0.00218390001100488,0.0007284999883268028,0.0004773999971803278,4.57457064077015,2855285.2442490044,3141833.9050252647,3011004.538090177,3011004.538090177
SCA8-0,moderate,SAA,search,5,0.9825,9825,10000,1,ambiguous,0,1,0.002621699997689575,0.000752499996451661,0.00047050000284798443,5.572157240850495,2832754.2450479604,3135014.8045852417,2997859.8743688604,2997859.87436886
SCA8-0,moderate,SAA,search,5,0.9486,9486,10000,1,certified_feasible,1,1,0.0027691000141203403,0.0008032000041566789,0.0004994999908376485,5.5437438737018425,2683323.5667346953,3012053.492776962,2865225.4740936076,2865225.474093608
SCA8-0,moderate,SAA,search,6,0.926,9260,10000,1,certified_infeasible,1,0,0.002321100007975474,0.0007806000066921115,0.0006156000017654151,3.770467838399989,3254787.6533707352,3523441.404618129,3402563.9838310424,3402563.9838310424
SCA8-0,moderate,SAA,search,6,0.9878,9878,10000,1,ambiguous,0,1,0.0023241000017151237,0.0007982999959494919,0.0005526999884750694,4.204993758236629,2844431.18194623,3216870.8067983915,3051595.6771358587,3051595.6771358587
SCA8-0,moderate,SAA,search,4,0.938,9380,10000,1,certified_feasible,1,1,0.0016325000033248216,0.0005484000139404088,0.00024059999850578606,6.78512058796028,2813161.76533224,3072632.309296591,2952729.470244204,2952729.4702442046
SCA8-0,moderate,SAA,search,7,0.9888,9888,10000,1,ambiguous,0,1,0.00276319999829866,0.0009319999953731894,0.0006304999988060445,4.38255353454597,2817461.8792981463,3164142.9484380065,3007803.5771245775,3007803.5771245775
SCA8-0,moderate,SAA,search,7,0.9837,9837,10000,1,ambiguous,0,1,0.002490699989721179,0.0009372999775223434,0.0006309000018518418,3.9478522466482504,2804040.8662092234,3155543.9905393017,2982399.136495906,2982399.136495906
SCA8-0,moderate,SAA,search,7,0.8223,8223,10000,1,ambiguous,0,0,0.0020389999845065176,0.000611600000411272,0.0007332999957725406,2.7805809303986235,3003121.059195392,3240195.305855776,3130304.502488379,3130304.502488379
SCA8-0,moderate,SAA,search,7,0.9816,9816,10000,1,ambiguous,0,0,0.0025430000096093863,0.0010187999869231135,0.0006261999951675534,4.0610029211657075,2956578.695281566,3313090.925474692,3135855.844262325,3135855.844262325
SCA8-0,moderate,SAA,search,7,0.9546,9546,10000,1,certified_infeasible,1,0,0.0023268999939318746,0.0008477999945171177,0.0007045000093057752,3.3029098129109133,3115623.3989140284,3449211.648837824,3291157.848375078,3291157.848375078
SCA8-0,moderate,SAA,search,6,0.9776,9776,10000,1,certified_feasible,1,1,0.0021351999894250184,0.0007916000031400472,0.0005772000004071742,3.699237678306972,2739775.223044357,3088234.9469350306,2931345.7913279217,2931345.7913279217
SCA8-0,moderate,SAA,search,8,0.8768,8768,10000,1,certified_feasible,1,1,0.002354099997319281,0.0008403999963775277,0.0008289999968837947,2.839686376560105,2755326.8955345126,2991058.752438033,2882299.6057768515,2882299.605776852
SCA8-0,moderate,SAA,search,7,0.9837,9837,10000,1,ambiguous,0,0,0.0021988999797031283,0.0008916999795474112,0.0006760000251233578,3.2528104999727905,2902175.2429146976,3244671.4639540534,3089566.400048327,3089566.400048327
SCA8-0,moderate,SAA,search,6,0.9742,9742,10000,1,ambiguous,0,0,0.002338099991902709,0.0008640000014565885,0.0006947000219952315,3.3656253316179656,2961221.3617974003,3262083.4566474017,3124918.048380958,3124918.048380958
SCA8-0,moderate,SAA,search,6,0.8248,8248,10000,1,ambiguous,0,1,0.0022878999880049378,0.0007528999994974583,0.0006260999944061041,3.654208606366715,2921581.193846518,3118527.633906269,3028759.4753024494,3028759.4753024494
SCA8-0,moderate,SAA,search,6,0.8248,8248,10000,1,ambiguous,0,1,0.0022706000017933547,0.0006572999991476536,0.0005981999856885523,3.7957205886252283,2921581.193846518,3118527.633906269,3028759.4753024494,3028759.4753024494
SCA8-0,moderate,SAA,search,6,0.9912,9912,10000,1,ambiguous,0,0,0.0022142000088933855,0.0007951000006869435,0.0006357000092975795,3.483089470676552,3004353.0224801092,3420714.3498320617,3262022.5154184457,3262022.515418446
SCA8-0,moderate,SAA,search,5,0.9905,9905,10000,1,certified_feasible,1,1,0.002154999994672835,0.0007430999830830842,0.0004028000112157315,5.350049490238621,2721926.4098818484,3064989.79756038,2910797.8334896723,2910797.8334896723
SCA8-0,moderate,SAA,search,9,0.9958,9958,10000,1,ambiguous,0,0,0.002570099983131513,0.0010043999936897308,0.0007372999971266836,3.48582665556408,2897841.6282514404,3316842.0754693747,3129564.6520692827,3129564.6520692827
SCA8-0,moderate,SAA,search,4,0.9712,9712,10000,1,ambiguous,0,1,0.0019514000159688294,0.0006713000184390694,0.00042779999785125256,4.561477386092315,2817091.9956506467,3161448.2704494856,3018181.126583355,3018181.126583355
